ID,Project,Website,Collection,Benchmark,Short_Name,Description,Access,Notebook,Format,Category,Start,End,Region,Coordinate,Spatial Resolution,Temporal Resolution,Released,Polygon,Variables,DOI,Theme1,Theme2,Theme3,EO_Missions,Consortium
87,4dHydro,https://datapub.fz-juelich.de/slts/4DHydro/data_clm35_europe_3km_remap_EMO-pr-forcing/,CLM 0.0275 degree total water storage for Europe  (2008-01-01 - 2008-12-30),,clm_emo_tws_europe_0p0275deg_daily_20080101_20081230,CLM 0.0275 degree total water storage output for the Europe region between 2008-01-01 and 2008-12-30,https://datapub.fz-juelich.de/slts/4DHydro/data_clm35_europe_3km_remap_EMO-pr-forcing//clm_emo_tws_europe_0p0275deg_daily_20080101_20081230.nc,,NetCDF,,2008-01-01,2008-12-30,europe,WGS84,0.0275 degree,daily,2024-04-03,"[[[-10,33],[41,33],[41,72],[-10,72],[-10,33]]]",total water storage,https://datapub.fz-juelich.de/slts/4DHydro/,land,,,,FZJ
88,4dHydro,https://datapub.fz-juelich.de/slts/4DHydro/data_clm35_europe_3km_remap_EMO-pr-forcing/,CLM 0.0275 degree total water storage for Europe  (2009-01-01 - 2009-12-31),,clm_emo_tws_europe_0p0275deg_daily_20090101_20091231,CLM 0.0275 degree total water storage output for the Europe region between 2009-01-01 and 2009-12-31,https://datapub.fz-juelich.de/slts/4DHydro/data_clm35_europe_3km_remap_EMO-pr-forcing//clm_emo_tws_europe_0p0275deg_daily_20090101_20091231.nc,,NetCDF,,2009-01-01,2009-12-31,europe,WGS84,0.0275 degree,daily,2024-04-03,"[[[-10,33],[41,33],[41,72],[-10,72],[-10,33]]]",total water storage,https://datapub.fz-juelich.de/slts/4DHydro/,land,,,,FZJ
89,4dHydro,https://datapub.fz-juelich.de/slts/4DHydro/data_clm35_europe_3km_remap_EMO-pr-forcing/,CLM 0.0275 degree total water storage for Europe  (2010-01-01 - 2010-12-31),,clm_emo_tws_europe_0p0275deg_daily_20100101_20101231,CLM 0.0275 degree total water storage output for the Europe region between 2010-01-01 and 2010-12-31,https://datapub.fz-juelich.de/slts/4DHydro/data_clm35_europe_3km_remap_EMO-pr-forcing//clm_emo_tws_europe_0p0275deg_daily_20100101_20101231.nc,,NetCDF,,2010-01-01,2010-12-31,europe,WGS84,0.0275 degree,daily,2024-04-03,"[[[-10,33],[41,33],[41,72],[-10,72],[-10,33]]]",total water storage,https://datapub.fz-juelich.de/slts/4DHydro/,land,,,,FZJ
90,4dHydro,https://datapub.fz-juelich.de/slts/4DHydro/data_clm35_europe_3km_remap_EMO-pr-forcing/,CLM 0.0275 degree total water storage for Europe  (2011-01-01 - 2011-12-31),,clm_emo_tws_europe_0p0275deg_daily_20110101_20111231,CLM 0.0275 degree total water storage output for the Europe region between 2011-01-01 and 2011-12-31,https://datapub.fz-juelich.de/slts/4DHydro/data_clm35_europe_3km_remap_EMO-pr-forcing//clm_emo_tws_europe_0p0275deg_daily_20110101_20111231.nc,,NetCDF,,2011-01-01,2011-12-31,europe,WGS84,0.0275 degree,daily,2024-04-03,"[[[-10,33],[41,33],[41,72],[-10,72],[-10,33]]]",total water storage,https://datapub.fz-juelich.de/slts/4DHydro/,land,,,,FZJ
91,4dHydro,https://datapub.fz-juelich.de/slts/4DHydro/data_clm35_europe_3km_remap_EMO-pr-forcing/,CLM 0.0275 degree total water storage for Europe  (2012-01-01 - 2012-12-30),,clm_emo_tws_europe_0p0275deg_daily_20120101_20121230,CLM 0.0275 degree total water storage output for the Europe region between 2012-01-01 and 2012-12-30,https://datapub.fz-juelich.de/slts/4DHydro/data_clm35_europe_3km_remap_EMO-pr-forcing//clm_emo_tws_europe_0p0275deg_daily_20120101_20121230.nc,,NetCDF,,2012-01-01,2012-12-30,europe,WGS84,0.0275 degree,daily,2024-04-03,"[[[-10,33],[41,33],[41,72],[-10,72],[-10,33]]]",total water storage,https://datapub.fz-juelich.de/slts/4DHydro/,land,,,,FZJ
92,4dHydro,https://datapub.fz-juelich.de/slts/4DHydro/data_clm35_europe_3km_remap_EMO-pr-forcing/,CLM 0.0275 degree total water storage for Europe  (2013-01-01 - 2013-12-31),,clm_emo_tws_europe_0p0275deg_daily_20130101_20131231,CLM 0.0275 degree total water storage output for the Europe region between 2013-01-01 and 2013-12-31,https://datapub.fz-juelich.de/slts/4DHydro/data_clm35_europe_3km_remap_EMO-pr-forcing//clm_emo_tws_europe_0p0275deg_daily_20130101_20131231.nc,,NetCDF,,2013-01-01,2013-12-31,europe,WGS84,0.0275 degree,daily,2024-04-03,"[[[-10,33],[41,33],[41,72],[-10,72],[-10,33]]]",total water storage,https://datapub.fz-juelich.de/slts/4DHydro/,land,,,,FZJ
93,4dHydro,https://datapub.fz-juelich.de/slts/4DHydro/data_clm35_europe_3km_remap_EMO-pr-forcing/,CLM 0.0275 degree total water storage for Europe  (2014-01-01 - 2014-12-31),,clm_emo_tws_europe_0p0275deg_daily_20140101_20141231,CLM 0.0275 degree total water storage output for the Europe region between 2014-01-01 and 2014-12-31,https://datapub.fz-juelich.de/slts/4DHydro/data_clm35_europe_3km_remap_EMO-pr-forcing//clm_emo_tws_europe_0p0275deg_daily_20140101_20141231.nc,,NetCDF,,2014-01-01,2014-12-31,europe,WGS84,0.0275 degree,daily,2024-04-03,"[[[-10,33],[41,33],[41,72],[-10,72],[-10,33]]]",total water storage,https://datapub.fz-juelich.de/slts/4DHydro/,land,,,,FZJ
94,4dHydro,https://datapub.fz-juelich.de/slts/4DHydro/data_clm35_europe_3km_remap_EMO-pr-forcing/,CLM 0.0275 degree total water storage for Europe  (2015-01-01 - 2015-12-31),,clm_emo_tws_europe_0p0275deg_daily_20150101_20151231,CLM 0.0275 degree total water storage output for the Europe region between 2015-01-01 and 2015-12-31,https://datapub.fz-juelich.de/slts/4DHydro/data_clm35_europe_3km_remap_EMO-pr-forcing//clm_emo_tws_europe_0p0275deg_daily_20150101_20151231.nc,,NetCDF,,2015-01-01,2015-12-31,europe,WGS84,0.0275 degree,daily,2024-04-03,"[[[-10,33],[41,33],[41,72],[-10,72],[-10,33]]]",total water storage,https://datapub.fz-juelich.de/slts/4DHydro/,land,,,,FZJ
95,4dHydro,https://datapub.fz-juelich.de/slts/4DHydro/data_clm35_europe_3km_remap_EMO-pr-forcing/,CLM 0.0275 degree total water storage for Europe  (2016-01-01 - 2016-12-30),,clm_emo_tws_europe_0p0275deg_daily_20160101_20161230,CLM 0.0275 degree total water storage output for the Europe region between 2016-01-01 and 2016-12-30,https://datapub.fz-juelich.de/slts/4DHydro/data_clm35_europe_3km_remap_EMO-pr-forcing//clm_emo_tws_europe_0p0275deg_daily_20160101_20161230.nc,,NetCDF,,2016-01-01,2016-12-30,europe,WGS84,0.0275 degree,daily,2024-04-03,"[[[-10,33],[41,33],[41,72],[-10,72],[-10,33]]]",total water storage,https://datapub.fz-juelich.de/slts/4DHydro/,land,,,,FZJ
96,4dHydro,https://datapub.fz-juelich.de/slts/4DHydro/data_clm35_europe_3km_remap_EMO-pr-forcing/,CLM 0.0275 degree total water storage for Europe  (2017-01-01 - 2017-12-31),,clm_emo_tws_europe_0p0275deg_daily_20170101_20171231,CLM 0.0275 degree total water storage output for the Europe region between 2017-01-01 and 2017-12-31,https://datapub.fz-juelich.de/slts/4DHydro/data_clm35_europe_3km_remap_EMO-pr-forcing//clm_emo_tws_europe_0p0275deg_daily_20170101_20171231.nc,,NetCDF,,2017-01-01,2017-12-31,europe,WGS84,0.0275 degree,daily,2024-04-03,"[[[-10,33],[41,33],[41,72],[-10,72],[-10,33]]]",total water storage,https://datapub.fz-juelich.de/slts/4DHydro/,land,,,,FZJ
97,4dHydro,https://datapub.fz-juelich.de/slts/4DHydro/data_clm35_europe_3km_remap_EMO-pr-forcing/,CLM 0.0275 degree total water storage for Europe  (2018-01-01 - 2018-12-31),,clm_emo_tws_europe_0p0275deg_daily_20180101_20181231,CLM 0.0275 degree total water storage output for the Europe region between 2018-01-01 and 2018-12-31,https://datapub.fz-juelich.de/slts/4DHydro/data_clm35_europe_3km_remap_EMO-pr-forcing//clm_emo_tws_europe_0p0275deg_daily_20180101_20181231.nc,,NetCDF,,2018-01-01,2018-12-31,europe,WGS84,0.0275 degree,daily,2024-04-03,"[[[-10,33],[41,33],[41,72],[-10,72],[-10,33]]]",total water storage,https://datapub.fz-juelich.de/slts/4DHydro/,land,,,,FZJ
98,4dHydro,https://datapub.fz-juelich.de/slts/4DHydro/data_clm35_europe_3km_remap_EMO-pr-forcing/,CLM 0.0275 degree upstream area for Europe ,,clm_emo_uparea_europe_0p0275deg,CLM 0.0275 degree upstream area output for the Europe region,https://datapub.fz-juelich.de/slts/4DHydro/data_clm35_europe_3km_remap_EMO-pr-forcing//clm_emo_uparea_europe_0p0275deg.nc,,NetCDF,,,,europe,WGS84,0.0275 degree,daily,2024-04-03,"[[[-10,33],[41,33],[41,72],[-10,72],[-10,33]]]",upstream area,https://datapub.fz-juelich.de/slts/4DHydro/,land,,,,FZJ
99,4dHydro,https://datapub.fz-juelich.de/slts/4DHydro/data_clm35_europe_3km_remap_EMO-pr-forcing/,CLM 0.0275 degree upstream area for Po River ,,clm_emo_uparea_po_0p0275deg,CLM 0.0275 degree upstream area output for the Po River region,https://datapub.fz-juelich.de/slts/4DHydro/data_clm35_europe_3km_remap_EMO-pr-forcing//clm_emo_uparea_po_0p0275deg.nc,,NetCDF,,,,po,WGS84,0.0275 degree,daily,2024-04-03,"[[[6,43],[12,43],[12,46],[6,46],[6,43]]]",upstream area,https://datapub.fz-juelich.de/slts/4DHydro/,land,,,,FZJ
100,4dHydro,https://datapub.fz-juelich.de/slts/4DHydro/data_clm35_europe_3km_remap_EMO-pr-forcing/,CLM 0.0275 degree upstream area for Rhine River ,,clm_emo_uparea_rhine_0p0275deg,CLM 0.0275 degree upstream area output for the Rhine River region,https://datapub.fz-juelich.de/slts/4DHydro/data_clm35_europe_3km_remap_EMO-pr-forcing//clm_emo_uparea_rhine_0p0275deg.nc,,NetCDF,,,,rhine,WGS84,0.0275 degree,daily,2024-04-03,"[[[3,46],[12,46],[12,52],[3,52],[3,46]]]",upstream area,https://datapub.fz-juelich.de/slts/4DHydro/,land,,,,FZJ
