ID,Project,Website,Collection,Product,Short_Name,Description,Access,Notebook,Format,Category,Start,End,Region,Coordinate,Spatial Resolution,Temporal Resolution,Released,Polygon,Variables,DOI,Theme1,Theme2,Theme3,EO_Missions,Consortium
591,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: ERA5+SM2RAIN+GPM,4DHYDRO precipitation product: GPM+SMRAIN-ASCAT-202203 for tugela,GPM+SM2A-202203 TU,The product is characterized by the integration of GPM Late run precipitation estimates and SM2RAIN-derived rainfall. The soil moisture-based estimates are obtained through the application of SM2RAIN to ASCAT retrievals. The two products are merged with a triple collocation technique (third product: ERA5 Land precipitation). Prior the merging the data are downscaled at 1 km spatial resolution using CHELSA (1 km) climatology. The merging technique allows to obtain a high-resolution product (1km-24 hour) over Tugela basin. The product has been developed in the framework of the 4DHydro project for the entire ASCAT era (2007-2022).,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedgpmsm2a_p_tugela_0p0083deg_daily_20220301_20220331.nc,,NetCDF,HR,2022/03/01,2022/03/31,tugela,wgs84,1 km,d,2023,"[[[28,-30],[32,-30],[32,-27],[28,-27],[28,-30]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
592,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: ERA5+SM2RAIN+GPM,4DHYDRO precipitation product: GPM+SMRAIN-ASCAT-202204 for tugela,GPM+SM2A-202204 TU,The product is characterized by the integration of GPM Late run precipitation estimates and SM2RAIN-derived rainfall. The soil moisture-based estimates are obtained through the application of SM2RAIN to ASCAT retrievals. The two products are merged with a triple collocation technique (third product: ERA5 Land precipitation). Prior the merging the data are downscaled at 1 km spatial resolution using CHELSA (1 km) climatology. The merging technique allows to obtain a high-resolution product (1km-24 hour) over Tugela basin. The product has been developed in the framework of the 4DHydro project for the entire ASCAT era (2007-2022).,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedgpmsm2a_p_tugela_0p0083deg_daily_20220401_20220430.nc,,NetCDF,HR,2022/04/01,2022/04/30,tugela,wgs84,1 km,d,2023,"[[[28,-30],[32,-30],[32,-27],[28,-27],[28,-30]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
593,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: ERA5+SM2RAIN+GPM,4DHYDRO precipitation product: GPM+SMRAIN-ASCAT-202205 for tugela,GPM+SM2A-202205 TU,The product is characterized by the integration of GPM Late run precipitation estimates and SM2RAIN-derived rainfall. The soil moisture-based estimates are obtained through the application of SM2RAIN to ASCAT retrievals. The two products are merged with a triple collocation technique (third product: ERA5 Land precipitation). Prior the merging the data are downscaled at 1 km spatial resolution using CHELSA (1 km) climatology. The merging technique allows to obtain a high-resolution product (1km-24 hour) over Tugela basin. The product has been developed in the framework of the 4DHydro project for the entire ASCAT era (2007-2022).,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedgpmsm2a_p_tugela_0p0083deg_daily_20220501_20220531.nc,,NetCDF,HR,2022/05/01,2022/05/31,tugela,wgs84,1 km,d,2023,"[[[28,-30],[32,-30],[32,-27],[28,-27],[28,-30]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
594,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: ERA5+SM2RAIN+GPM,4DHYDRO precipitation product: GPM+SMRAIN-ASCAT-202206 for tugela,GPM+SM2A-202206 TU,The product is characterized by the integration of GPM Late run precipitation estimates and SM2RAIN-derived rainfall. The soil moisture-based estimates are obtained through the application of SM2RAIN to ASCAT retrievals. The two products are merged with a triple collocation technique (third product: ERA5 Land precipitation). Prior the merging the data are downscaled at 1 km spatial resolution using CHELSA (1 km) climatology. The merging technique allows to obtain a high-resolution product (1km-24 hour) over Tugela basin. The product has been developed in the framework of the 4DHydro project for the entire ASCAT era (2007-2022).,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedgpmsm2a_p_tugela_0p0083deg_daily_20220601_20220630.nc,,NetCDF,HR,2022/06/01,2022/06/30,tugela,wgs84,1 km,d,2023,"[[[28,-30],[32,-30],[32,-27],[28,-27],[28,-30]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
595,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: ERA5+SM2RAIN+GPM,4DHYDRO precipitation product: GPM+SMRAIN-ASCAT-202207 for tugela,GPM+SM2A-202207 TU,The product is characterized by the integration of GPM Late run precipitation estimates and SM2RAIN-derived rainfall. The soil moisture-based estimates are obtained through the application of SM2RAIN to ASCAT retrievals. The two products are merged with a triple collocation technique (third product: ERA5 Land precipitation). Prior the merging the data are downscaled at 1 km spatial resolution using CHELSA (1 km) climatology. The merging technique allows to obtain a high-resolution product (1km-24 hour) over Tugela basin. The product has been developed in the framework of the 4DHydro project for the entire ASCAT era (2007-2022).,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedgpmsm2a_p_tugela_0p0083deg_daily_20220701_20220731.nc,,NetCDF,HR,2022/07/01,2022/07/31,tugela,wgs84,1 km,d,2023,"[[[28,-30],[32,-30],[32,-27],[28,-27],[28,-30]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
596,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: ERA5+SM2RAIN+GPM,4DHYDRO precipitation product: GPM+SMRAIN-ASCAT-202208 for tugela,GPM+SM2A-202208 TU,The product is characterized by the integration of GPM Late run precipitation estimates and SM2RAIN-derived rainfall. The soil moisture-based estimates are obtained through the application of SM2RAIN to ASCAT retrievals. The two products are merged with a triple collocation technique (third product: ERA5 Land precipitation). Prior the merging the data are downscaled at 1 km spatial resolution using CHELSA (1 km) climatology. The merging technique allows to obtain a high-resolution product (1km-24 hour) over Tugela basin. The product has been developed in the framework of the 4DHydro project for the entire ASCAT era (2007-2022).,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedgpmsm2a_p_tugela_0p0083deg_daily_20220801_20220831.nc,,NetCDF,HR,2022/08/01,2022/08/31,tugela,wgs84,1 km,d,2023,"[[[28,-30],[32,-30],[32,-27],[28,-27],[28,-30]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
597,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: ERA5+SM2RAIN+GPM,4DHYDRO precipitation product: GPM+SMRAIN-ASCAT-202209 for tugela,GPM+SM2A-202209 TU,The product is characterized by the integration of GPM Late run precipitation estimates and SM2RAIN-derived rainfall. The soil moisture-based estimates are obtained through the application of SM2RAIN to ASCAT retrievals. The two products are merged with a triple collocation technique (third product: ERA5 Land precipitation). Prior the merging the data are downscaled at 1 km spatial resolution using CHELSA (1 km) climatology. The merging technique allows to obtain a high-resolution product (1km-24 hour) over Tugela basin. The product has been developed in the framework of the 4DHydro project for the entire ASCAT era (2007-2022).,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedgpmsm2a_p_tugela_0p0083deg_daily_20220901_20220930.nc,,NetCDF,HR,2022/09/01,2022/09/30,tugela,wgs84,1 km,d,2023,"[[[28,-30],[32,-30],[32,-27],[28,-27],[28,-30]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
598,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: ERA5+SM2RAIN+GPM,4DHYDRO precipitation product: GPM+SMRAIN-ASCAT-202210 for tugela,GPM+SM2A-202210 TU,The product is characterized by the integration of GPM Late run precipitation estimates and SM2RAIN-derived rainfall. The soil moisture-based estimates are obtained through the application of SM2RAIN to ASCAT retrievals. The two products are merged with a triple collocation technique (third product: ERA5 Land precipitation). Prior the merging the data are downscaled at 1 km spatial resolution using CHELSA (1 km) climatology. The merging technique allows to obtain a high-resolution product (1km-24 hour) over Tugela basin. The product has been developed in the framework of the 4DHydro project for the entire ASCAT era (2007-2022).,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedgpmsm2a_p_tugela_0p0083deg_daily_20221001_20221031.nc,,NetCDF,HR,2022/10/01,2022/10/31,tugela,wgs84,1 km,d,2023,"[[[28,-30],[32,-30],[32,-27],[28,-27],[28,-30]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
599,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: ERA5+SM2RAIN+GPM,4DHYDRO precipitation product: GPM+SMRAIN-ASCAT-202211 for tugela,GPM+SM2A-202211 TU,The product is characterized by the integration of GPM Late run precipitation estimates and SM2RAIN-derived rainfall. The soil moisture-based estimates are obtained through the application of SM2RAIN to ASCAT retrievals. The two products are merged with a triple collocation technique (third product: ERA5 Land precipitation). Prior the merging the data are downscaled at 1 km spatial resolution using CHELSA (1 km) climatology. The merging technique allows to obtain a high-resolution product (1km-24 hour) over Tugela basin. The product has been developed in the framework of the 4DHydro project for the entire ASCAT era (2007-2022).,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedgpmsm2a_p_tugela_0p0083deg_daily_20221101_20221130.nc,,NetCDF,HR,2022/11/01,2022/11/30,tugela,wgs84,1 km,d,2023,"[[[28,-30],[32,-30],[32,-27],[28,-27],[28,-30]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
600,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: ERA5+SM2RAIN+GPM,4DHYDRO precipitation product: GPM+SMRAIN-ASCAT-202212 for tugela,GPM+SM2A-202212 TU,The product is characterized by the integration of GPM Late run precipitation estimates and SM2RAIN-derived rainfall. The soil moisture-based estimates are obtained through the application of SM2RAIN to ASCAT retrievals. The two products are merged with a triple collocation technique (third product: ERA5 Land precipitation). Prior the merging the data are downscaled at 1 km spatial resolution using CHELSA (1 km) climatology. The merging technique allows to obtain a high-resolution product (1km-24 hour) over Tugela basin. The product has been developed in the framework of the 4DHydro project for the entire ASCAT era (2007-2022).,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedgpmsm2a_p_tugela_0p0083deg_daily_20221201_20221231.nc,,NetCDF,HR,2022/12/01,2022/12/31,tugela,wgs84,1 km,d,2023,"[[[28,-30],[32,-30],[32,-27],[28,-27],[28,-30]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
601,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: ERA5+SM2RAIN+GPM,4DHYDRO precipitation product: ERA5+GPM+SMRAIN-ASCAT-200701 for tugela,ERA5+GPM+SM2A-200701 TU,The product is characterized by the integration of ERA5-Land reanalysis precipitation product,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedera5gpmsm2a_p_tugela_0p0083deg_daily_20070101_20070131.nc,,NetCDF,HR,2007/01/01,2007/01/31,tugela,wgs84,1 km,d,2023,"[[[28,-30],[32,-30],[32,-27],[28,-27],[28,-30]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
602,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: ERA5+SM2RAIN+GPM,4DHYDRO precipitation product: ERA5+GPM+SMRAIN-ASCAT-200702 for tugela,ERA5+GPM+SM2A-200702 TU,The product is characterized by the integration of ERA5-Land reanalysis precipitation product,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedera5gpmsm2a_p_tugela_0p0083deg_daily_20070201_20070228.nc,,NetCDF,HR,2007/02/01,2007/02/28,tugela,wgs84,1 km,d,2023,"[[[28,-30],[32,-30],[32,-27],[28,-27],[28,-30]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
603,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: ERA5+SM2RAIN+GPM,4DHYDRO precipitation product: ERA5+GPM+SMRAIN-ASCAT-200703 for tugela,ERA5+GPM+SM2A-200703 TU,The product is characterized by the integration of ERA5-Land reanalysis precipitation product,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedera5gpmsm2a_p_tugela_0p0083deg_daily_20070301_20070331.nc,,NetCDF,HR,2007/03/01,2007/03/31,tugela,wgs84,1 km,d,2023,"[[[28,-30],[32,-30],[32,-27],[28,-27],[28,-30]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
604,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: ERA5+SM2RAIN+GPM,4DHYDRO precipitation product: ERA5+GPM+SMRAIN-ASCAT-200704 for tugela,ERA5+GPM+SM2A-200704 TU,The product is characterized by the integration of ERA5-Land reanalysis precipitation product,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedera5gpmsm2a_p_tugela_0p0083deg_daily_20070401_20070430.nc,,NetCDF,HR,2007/04/01,2007/04/30,tugela,wgs84,1 km,d,2023,"[[[28,-30],[32,-30],[32,-27],[28,-27],[28,-30]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
605,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: ERA5+SM2RAIN+GPM,4DHYDRO precipitation product: ERA5+GPM+SMRAIN-ASCAT-200705 for tugela,ERA5+GPM+SM2A-200705 TU,The product is characterized by the integration of ERA5-Land reanalysis precipitation product,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedera5gpmsm2a_p_tugela_0p0083deg_daily_20070501_20070531.nc,,NetCDF,HR,2007/05/01,2007/05/31,tugela,wgs84,1 km,d,2023,"[[[28,-30],[32,-30],[32,-27],[28,-27],[28,-30]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
606,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: ERA5+SM2RAIN+GPM,4DHYDRO precipitation product: ERA5+GPM+SMRAIN-ASCAT-200706 for tugela,ERA5+GPM+SM2A-200706 TU,The product is characterized by the integration of ERA5-Land reanalysis precipitation product,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedera5gpmsm2a_p_tugela_0p0083deg_daily_20070601_20070630.nc,,NetCDF,HR,2007/06/01,2007/06/30,tugela,wgs84,1 km,d,2023,"[[[28,-30],[32,-30],[32,-27],[28,-27],[28,-30]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
607,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: ERA5+SM2RAIN+GPM,4DHYDRO precipitation product: ERA5+GPM+SMRAIN-ASCAT-200707 for tugela,ERA5+GPM+SM2A-200707 TU,The product is characterized by the integration of ERA5-Land reanalysis precipitation product,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedera5gpmsm2a_p_tugela_0p0083deg_daily_20070701_20070731.nc,,NetCDF,HR,2007/07/01,2007/07/31,tugela,wgs84,1 km,d,2023,"[[[28,-30],[32,-30],[32,-27],[28,-27],[28,-30]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
608,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: ERA5+SM2RAIN+GPM,4DHYDRO precipitation product: ERA5+GPM+SMRAIN-ASCAT-200708 for tugela,ERA5+GPM+SM2A-200708 TU,The product is characterized by the integration of ERA5-Land reanalysis precipitation product,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedera5gpmsm2a_p_tugela_0p0083deg_daily_20070801_20070831.nc,,NetCDF,HR,2007/08/01,2007/08/31,tugela,wgs84,1 km,d,2023,"[[[28,-30],[32,-30],[32,-27],[28,-27],[28,-30]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
609,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: ERA5+SM2RAIN+GPM,4DHYDRO precipitation product: ERA5+GPM+SMRAIN-ASCAT-200709 for tugela,ERA5+GPM+SM2A-200709 TU,The product is characterized by the integration of ERA5-Land reanalysis precipitation product,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedera5gpmsm2a_p_tugela_0p0083deg_daily_20070901_20070930.nc,,NetCDF,HR,2007/09/01,2007/09/30,tugela,wgs84,1 km,d,2023,"[[[28,-30],[32,-30],[32,-27],[28,-27],[28,-30]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
610,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: ERA5+SM2RAIN+GPM,4DHYDRO precipitation product: ERA5+GPM+SMRAIN-ASCAT-200710 for tugela,ERA5+GPM+SM2A-200710 TU,The product is characterized by the integration of ERA5-Land reanalysis precipitation product,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedera5gpmsm2a_p_tugela_0p0083deg_daily_20071001_20071031.nc,,NetCDF,HR,2007/10/01,2007/10/31,tugela,wgs84,1 km,d,2023,"[[[28,-30],[32,-30],[32,-27],[28,-27],[28,-30]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
611,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: ERA5+SM2RAIN+GPM,4DHYDRO precipitation product: ERA5+GPM+SMRAIN-ASCAT-200711 for tugela,ERA5+GPM+SM2A-200711 TU,The product is characterized by the integration of ERA5-Land reanalysis precipitation product,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedera5gpmsm2a_p_tugela_0p0083deg_daily_20071101_20071130.nc,,NetCDF,HR,2007/11/01,2007/11/30,tugela,wgs84,1 km,d,2023,"[[[28,-30],[32,-30],[32,-27],[28,-27],[28,-30]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
612,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: ERA5+SM2RAIN+GPM,4DHYDRO precipitation product: ERA5+GPM+SMRAIN-ASCAT-200712 for tugela,ERA5+GPM+SM2A-200712 TU,The product is characterized by the integration of ERA5-Land reanalysis precipitation product,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedera5gpmsm2a_p_tugela_0p0083deg_daily_20071201_20071231.nc,,NetCDF,HR,2007/12/01,2007/12/31,tugela,wgs84,1 km,d,2023,"[[[28,-30],[32,-30],[32,-27],[28,-27],[28,-30]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
613,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: ERA5+SM2RAIN+GPM,4DHYDRO precipitation product: ERA5+GPM+SMRAIN-ASCAT-200801 for tugela,ERA5+GPM+SM2A-200801 TU,The product is characterized by the integration of ERA5-Land reanalysis precipitation product,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedera5gpmsm2a_p_tugela_0p0083deg_daily_20080101_20080131.nc,,NetCDF,HR,2008/01/01,2008/01/31,tugela,wgs84,1 km,d,2023,"[[[28,-30],[32,-30],[32,-27],[28,-27],[28,-30]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
614,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: ERA5+SM2RAIN+GPM,4DHYDRO precipitation product: ERA5+GPM+SMRAIN-ASCAT-200802 for tugela,ERA5+GPM+SM2A-200802 TU,The product is characterized by the integration of ERA5-Land reanalysis precipitation product,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedera5gpmsm2a_p_tugela_0p0083deg_daily_20080201_20080229.nc,,NetCDF,HR,2008/02/01,2008/02/29,tugela,wgs84,1 km,d,2023,"[[[28,-30],[32,-30],[32,-27],[28,-27],[28,-30]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
615,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: ERA5+SM2RAIN+GPM,4DHYDRO precipitation product: ERA5+GPM+SMRAIN-ASCAT-200803 for tugela,ERA5+GPM+SM2A-200803 TU,The product is characterized by the integration of ERA5-Land reanalysis precipitation product,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedera5gpmsm2a_p_tugela_0p0083deg_daily_20080301_20080331.nc,,NetCDF,HR,2008/03/01,2008/03/31,tugela,wgs84,1 km,d,2023,"[[[28,-30],[32,-30],[32,-27],[28,-27],[28,-30]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
616,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: ERA5+SM2RAIN+GPM,4DHYDRO precipitation product: ERA5+GPM+SMRAIN-ASCAT-200804 for tugela,ERA5+GPM+SM2A-200804 TU,The product is characterized by the integration of ERA5-Land reanalysis precipitation product,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedera5gpmsm2a_p_tugela_0p0083deg_daily_20080401_20080430.nc,,NetCDF,HR,2008/04/01,2008/04/30,tugela,wgs84,1 km,d,2023,"[[[28,-30],[32,-30],[32,-27],[28,-27],[28,-30]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
617,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: ERA5+SM2RAIN+GPM,4DHYDRO precipitation product: ERA5+GPM+SMRAIN-ASCAT-200805 for tugela,ERA5+GPM+SM2A-200805 TU,The product is characterized by the integration of ERA5-Land reanalysis precipitation product,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedera5gpmsm2a_p_tugela_0p0083deg_daily_20080501_20080531.nc,,NetCDF,HR,2008/05/01,2008/05/31,tugela,wgs84,1 km,d,2023,"[[[28,-30],[32,-30],[32,-27],[28,-27],[28,-30]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
618,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: ERA5+SM2RAIN+GPM,4DHYDRO precipitation product: ERA5+GPM+SMRAIN-ASCAT-200806 for tugela,ERA5+GPM+SM2A-200806 TU,The product is characterized by the integration of ERA5-Land reanalysis precipitation product,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedera5gpmsm2a_p_tugela_0p0083deg_daily_20080601_20080630.nc,,NetCDF,HR,2008/06/01,2008/06/30,tugela,wgs84,1 km,d,2023,"[[[28,-30],[32,-30],[32,-27],[28,-27],[28,-30]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
619,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: ERA5+SM2RAIN+GPM,4DHYDRO precipitation product: ERA5+GPM+SMRAIN-ASCAT-200807 for tugela,ERA5+GPM+SM2A-200807 TU,The product is characterized by the integration of ERA5-Land reanalysis precipitation product,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedera5gpmsm2a_p_tugela_0p0083deg_daily_20080701_20080731.nc,,NetCDF,HR,2008/07/01,2008/07/31,tugela,wgs84,1 km,d,2023,"[[[28,-30],[32,-30],[32,-27],[28,-27],[28,-30]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
620,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: ERA5+SM2RAIN+GPM,4DHYDRO precipitation product: ERA5+GPM+SMRAIN-ASCAT-200808 for tugela,ERA5+GPM+SM2A-200808 TU,The product is characterized by the integration of ERA5-Land reanalysis precipitation product,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedera5gpmsm2a_p_tugela_0p0083deg_daily_20080801_20080831.nc,,NetCDF,HR,2008/08/01,2008/08/31,tugela,wgs84,1 km,d,2023,"[[[28,-30],[32,-30],[32,-27],[28,-27],[28,-30]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
621,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: ERA5+SM2RAIN+GPM,4DHYDRO precipitation product: ERA5+GPM+SMRAIN-ASCAT-200809 for tugela,ERA5+GPM+SM2A-200809 TU,The product is characterized by the integration of ERA5-Land reanalysis precipitation product,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedera5gpmsm2a_p_tugela_0p0083deg_daily_20080901_20080930.nc,,NetCDF,HR,2008/09/01,2008/09/30,tugela,wgs84,1 km,d,2023,"[[[28,-30],[32,-30],[32,-27],[28,-27],[28,-30]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
622,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: ERA5+SM2RAIN+GPM,4DHYDRO precipitation product: ERA5+GPM+SMRAIN-ASCAT-200810 for tugela,ERA5+GPM+SM2A-200810 TU,The product is characterized by the integration of ERA5-Land reanalysis precipitation product,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedera5gpmsm2a_p_tugela_0p0083deg_daily_20081001_20081031.nc,,NetCDF,HR,2008/10/01,2008/10/31,tugela,wgs84,1 km,d,2023,"[[[28,-30],[32,-30],[32,-27],[28,-27],[28,-30]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
623,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: ERA5+SM2RAIN+GPM,4DHYDRO precipitation product: ERA5+GPM+SMRAIN-ASCAT-200811 for tugela,ERA5+GPM+SM2A-200811 TU,The product is characterized by the integration of ERA5-Land reanalysis precipitation product,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedera5gpmsm2a_p_tugela_0p0083deg_daily_20081101_20081130.nc,,NetCDF,HR,2008/11/01,2008/11/30,tugela,wgs84,1 km,d,2023,"[[[28,-30],[32,-30],[32,-27],[28,-27],[28,-30]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
624,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: ERA5+SM2RAIN+GPM,4DHYDRO precipitation product: ERA5+GPM+SMRAIN-ASCAT-200812 for tugela,ERA5+GPM+SM2A-200812 TU,The product is characterized by the integration of ERA5-Land reanalysis precipitation product,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedera5gpmsm2a_p_tugela_0p0083deg_daily_20081201_20081231.nc,,NetCDF,HR,2008/12/01,2008/12/31,tugela,wgs84,1 km,d,2023,"[[[28,-30],[32,-30],[32,-27],[28,-27],[28,-30]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
625,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: ERA5+SM2RAIN+GPM,4DHYDRO precipitation product: ERA5+GPM+SMRAIN-ASCAT-200901 for tugela,ERA5+GPM+SM2A-200901 TU,The product is characterized by the integration of ERA5-Land reanalysis precipitation product,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedera5gpmsm2a_p_tugela_0p0083deg_daily_20090101_20090131.nc,,NetCDF,HR,2009/01/01,2009/01/31,tugela,wgs84,1 km,d,2023,"[[[28,-30],[32,-30],[32,-27],[28,-27],[28,-30]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
626,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: ERA5+SM2RAIN+GPM,4DHYDRO precipitation product: ERA5+GPM+SMRAIN-ASCAT-200902 for tugela,ERA5+GPM+SM2A-200902 TU,The product is characterized by the integration of ERA5-Land reanalysis precipitation product,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedera5gpmsm2a_p_tugela_0p0083deg_daily_20090201_20090228.nc,,NetCDF,HR,2009/02/01,2009/02/28,tugela,wgs84,1 km,d,2023,"[[[28,-30],[32,-30],[32,-27],[28,-27],[28,-30]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
627,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: ERA5+SM2RAIN+GPM,4DHYDRO precipitation product: ERA5+GPM+SMRAIN-ASCAT-200903 for tugela,ERA5+GPM+SM2A-200903 TU,The product is characterized by the integration of ERA5-Land reanalysis precipitation product,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedera5gpmsm2a_p_tugela_0p0083deg_daily_20090301_20090331.nc,,NetCDF,HR,2009/03/01,2009/03/31,tugela,wgs84,1 km,d,2023,"[[[28,-30],[32,-30],[32,-27],[28,-27],[28,-30]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
